index,Year,Period,Week Ending,State,State ANSI,Watershed,Data Item,Value,CV (%)
750,2015,JAN THRU MAR,,OHIO,39,,"INVENTORY, MAX","22,000",
751,2015,JAN THRU MAR,,OKLAHOMA,40,,"INVENTORY, MAX","26,000",
752,2015,JAN THRU MAR,,OREGON,41,,"INVENTORY, MAX","87,000",
753,2015,JAN THRU MAR,,PENNSYLVANIA,42,,"INVENTORY, MAX","21,000",
754,2015,JAN THRU MAR,,SOUTH CAROLINA,45,,"INVENTORY, MAX","17,500",
755,2015,JAN THRU MAR,,SOUTH DAKOTA,46,,"INVENTORY, MAX","97,000",
756,2015,JAN THRU MAR,,TENNESSEE,47,,"INVENTORY, MAX","9,500",
757,2015,JAN THRU MAR,,TEXAS,48,,"INVENTORY, MAX","250,000",
758,2015,JAN THRU MAR,,UTAH,49,,"INVENTORY, MAX","24,000",
759,2015,JAN THRU MAR,,VERMONT,50,,"INVENTORY, MAX","5,500",
760,2015,JAN THRU MAR,,VIRGINIA,51,,"INVENTORY, MAX","9,000",
761,2015,JAN THRU MAR,,WASHINGTON,53,,"INVENTORY, MAX","105,000",
762,2015,JAN THRU MAR,,WEST VIRGINIA,54,,"INVENTORY, MAX","6,000",
763,2015,JAN THRU MAR,,WISCONSIN,55,,"INVENTORY, MAX","29,000",
764,2015,JAN THRU MAR,,WYOMING,56,,"INVENTORY, MAX","12,000",
765,2015,APR THRU JUN,,ALABAMA,1,,"INVENTORY, MAX","7,500",
766,2015,APR THRU JUN,,ARIZONA,4,,"INVENTORY, MAX","33,000",
767,2015,APR THRU JUN,,ARKANSAS,5,,"INVENTORY, MAX","13,500",
768,2015,APR THRU JUN,,CALIFORNIA,6,,"INVENTORY, MAX","1,050,000",
769,2015,APR THRU JUN,,COLORADO,8,,"INVENTORY, MAX","25,000",
770,2015,APR THRU JUN,,CONNECTICUT,9,,"INVENTORY, MAX","3,000",
771,2015,APR THRU JUN,,FLORIDA,12,,"INVENTORY, MAX","215,000",
772,2015,APR THRU JUN,,GEORGIA,13,,"INVENTORY, MAX","124,000",
773,2015,APR THRU JUN,,HAWAII,15,,"INVENTORY, MAX","13,500",
774,2015,APR THRU JUN,,IDAHO,16,,"INVENTORY, MAX","72,000",
775,2015,APR THRU JUN,,ILLINOIS,17,,"INVENTORY, MAX","9,500",
776,2015,APR THRU JUN,,INDIANA,18,,"INVENTORY, MAX","12,500",
777,2015,APR THRU JUN,,IOWA,19,,"INVENTORY, MAX","24,000",
778,2015,APR THRU JUN,,KANSAS,20,,"INVENTORY, MAX","7,000",
779,2015,APR THRU JUN,,KENTUCKY,21,,"INVENTORY, MAX","8,500",
780,2015,APR THRU JUN,,LOUISIANA,22,,"INVENTORY, MAX","45,000",
781,2015,APR THRU JUN,,MAINE,23,,"INVENTORY, MAX","30,000",
782,2015,APR THRU JUN,,MARYLAND,24,,"INVENTORY, MAX","11,000",
783,2015,APR THRU JUN,,MASSACHUSETTS,25,,"INVENTORY, MAX","14,000",
784,2015,APR THRU JUN,,MICHIGAN,26,,"INVENTORY, MAX","88,000",
785,2015,APR THRU JUN,,MINNESOTA,27,,"INVENTORY, MAX","125,000",
786,2015,APR THRU JUN,,MISSISSIPPI,28,,"INVENTORY, MAX","89,000",
787,2015,APR THRU JUN,,MISSOURI,29,,"INVENTORY, MAX","12,500",
788,2015,APR THRU JUN,,MONTANA,30,,"INVENTORY, MAX","210,000",
789,2015,APR THRU JUN,,NEBRASKA,31,,"INVENTORY, MAX","68,000",
790,2015,APR THRU JUN,,NEW JERSEY,34,,"INVENTORY, MAX","19,000",
791,2015,APR THRU JUN,,NEW MEXICO,35,,"INVENTORY, MAX","8,500",
792,2015,APR THRU JUN,,NEW YORK,36,,"INVENTORY, MAX","34,000",
793,2015,APR THRU JUN,,NORTH CAROLINA,37,,"INVENTORY, MAX","23,000",
794,2015,APR THRU JUN,,NORTH DAKOTA,38,,"INVENTORY, MAX","450,000",
795,2015,APR THRU JUN,,OHIO,39,,"INVENTORY, MAX","19,000",
796,2015,APR THRU JUN,,OKLAHOMA,40,,"INVENTORY, MAX","27,000",
797,2015,APR THRU JUN,,OREGON,41,,"INVENTORY, MAX","95,000",
798,2015,APR THRU JUN,,PENNSYLVANIA,42,,"INVENTORY, MAX","19,000",
799,2015,APR THRU JUN,,SOUTH CAROLINA,45,,"INVENTORY, MAX","18,500",
800,2015,APR THRU JUN,,SOUTH DAKOTA,46,,"INVENTORY, MAX","290,000",
801,2015,APR THRU JUN,,TENNESSEE,47,,"INVENTORY, MAX","7,500",
802,2015,APR THRU JUN,,TEXAS,48,,"INVENTORY, MAX","315,000",
803,2015,APR THRU JUN,,UTAH,49,,"INVENTORY, MAX","27,000",
804,2015,APR THRU JUN,,VERMONT,50,,"INVENTORY, MAX","6,000",
805,2015,APR THRU JUN,,VIRGINIA,51,,"INVENTORY, MAX","7,500",
806,2015,APR THRU JUN,,WASHINGTON,53,,"INVENTORY, MAX","127,000",
807,2015,APR THRU JUN,,WEST VIRGINIA,54,,"INVENTORY, MAX","4,700",
808,2015,APR THRU JUN,,WISCONSIN,55,,"INVENTORY, MAX","65,000",
809,2015,APR THRU JUN,,WYOMING,56,,"INVENTORY, MAX","25,000",
810,2015,JUL THRU SEP,,ALABAMA,1,,"INVENTORY, MAX","9,000",
811,2015,JUL THRU SEP,,ARIZONA,4,,"INVENTORY, MAX","40,000",
812,2015,JUL THRU SEP,,ARKANSAS,5,,"INVENTORY, MAX","30,000",
813,2015,JUL THRU SEP,,CALIFORNIA,6,,"INVENTORY, MAX","800,000",
814,2015,JUL THRU SEP,,COLORADO,8,,"INVENTORY, MAX","30,000",
815,2015,JUL THRU SEP,,CONNECTICUT,9,,"INVENTORY, MAX","3,700",
816,2015,JUL THRU SEP,,FLORIDA,12,,"INVENTORY, MAX","220,000",
817,2015,JUL THRU SEP,,GEORGIA,13,,"INVENTORY, MAX","110,000",
818,2015,JUL THRU SEP,,HAWAII,15,,"INVENTORY, MAX","14,500",
819,2015,JUL THRU SEP,,IDAHO,16,,"INVENTORY, MAX","128,000",
820,2015,JUL THRU SEP,,ILLINOIS,17,,"INVENTORY, MAX","14,000",
821,2015,JUL THRU SEP,,INDIANA,18,,"INVENTORY, MAX","15,000",
822,2015,JUL THRU SEP,,IOWA,19,,"INVENTORY, MAX","37,000",
823,2015,JUL THRU SEP,,KANSAS,20,,"INVENTORY, MAX","9,500",
824,2015,JUL THRU SEP,,KENTUCKY,21,,"INVENTORY, MAX","10,000",
825,2015,JUL THRU SEP,,LOUISIANA,22,,"INVENTORY, MAX","55,000",
826,2015,JUL THRU SEP,,MAINE,23,,"INVENTORY, MAX","6,000",
827,2015,JUL THRU SEP,,MARYLAND,24,,"INVENTORY, MAX","7,500",
828,2015,JUL THRU SEP,,MASSACHUSETTS,25,,"INVENTORY, MAX","7,500",
829,2015,JUL THRU SEP,,MICHIGAN,26,,"INVENTORY, MAX","89,000",
830,2015,JUL THRU SEP,,MINNESOTA,27,,"INVENTORY, MAX","136,000",
831,2015,JUL THRU SEP,,MISSISSIPPI,28,,"INVENTORY, MAX","34,000",
832,2015,JUL THRU SEP,,MISSOURI,29,,"INVENTORY, MAX","14,000",
833,2015,JUL THRU SEP,,MONTANA,30,,"INVENTORY, MAX","156,000",
834,2015,JUL THRU SEP,,NEBRASKA,31,,"INVENTORY, MAX","77,000",
835,2015,JUL THRU SEP,,NEW JERSEY,34,,"INVENTORY, MAX","18,500",
836,2015,JUL THRU SEP,,NEW MEXICO,35,,"INVENTORY, MAX","6,500",
837,2015,JUL THRU SEP,,NEW YORK,36,,"INVENTORY, MAX","47,000",
838,2015,JUL THRU SEP,,NORTH CAROLINA,37,,"INVENTORY, MAX","24,000",
839,2015,JUL THRU SEP,,NORTH DAKOTA,38,,"INVENTORY, MAX","500,000",
840,2015,JUL THRU SEP,,OHIO,39,,"INVENTORY, MAX","23,000",
841,2015,JUL THRU SEP,,OKLAHOMA,40,,"INVENTORY, MAX","22,000",
842,2015,JUL THRU SEP,,OREGON,41,,"INVENTORY, MAX","100,000",
843,2015,JUL THRU SEP,,PENNSYLVANIA,42,,"INVENTORY, MAX","25,000",
844,2015,JUL THRU SEP,,SOUTH CAROLINA,45,,"INVENTORY, MAX","12,000",
845,2015,JUL THRU SEP,,SOUTH DAKOTA,46,,"INVENTORY, MAX","295,000",
846,2015,JUL THRU SEP,,TENNESSEE,47,,"INVENTORY, MAX","10,000",
847,2015,JUL THRU SEP,,TEXAS,48,,"INVENTORY, MAX","136,000",
848,2015,JUL THRU SEP,,UTAH,49,,"INVENTORY, MAX","36,000",
849,2015,JUL THRU SEP,,VERMONT,50,,"INVENTORY, MAX","6,500",
850,2015,JUL THRU SEP,,VIRGINIA,51,,"INVENTORY, MAX","8,000",
851,2015,JUL THRU SEP,,WASHINGTON,53,,"INVENTORY, MAX","97,000",
852,2015,JUL THRU SEP,,WEST VIRGINIA,54,,"INVENTORY, MAX","7,000",
853,2015,JUL THRU SEP,,WISCONSIN,55,,"INVENTORY, MAX","62,000",
854,2015,JUL THRU SEP,,WYOMING,56,,"INVENTORY, MAX","35,000",
855,2015,OCT THRU DEC,,ALABAMA,1,,"INVENTORY, MAX","8,000",
856,2015,OCT THRU DEC,,ARIZONA,4,,"INVENTORY, MAX","39,000",
857,2015,OCT THRU DEC,,ARKANSAS,5,,"INVENTORY, MAX","27,000",
858,2015,OCT THRU DEC,,CALIFORNIA,6,,"INVENTORY, MAX","1,260,000",
859,2015,OCT THRU DEC,,COLORADO,8,,"INVENTORY, MAX","24,000",
860,2015,OCT THRU DEC,,CONNECTICUT,9,,"INVENTORY, MAX","3,200",
861,2015,OCT THRU DEC,,FLORIDA,12,,"INVENTORY, MAX","260,000",
862,2015,OCT THRU DEC,,GEORGIA,13,,"INVENTORY, MAX","121,000",
863,2015,OCT THRU DEC,,HAWAII,15,,"INVENTORY, MAX","13,000",
864,2015,OCT THRU DEC,,IDAHO,16,,"INVENTORY, MAX","145,000",
865,2015,OCT THRU DEC,,ILLINOIS,17,,"INVENTORY, MAX","14,000",
866,2015,OCT THRU DEC,,INDIANA,18,,"INVENTORY, MAX","11,500",
867,2015,OCT THRU DEC,,IOWA,19,,"INVENTORY, MAX","35,000",
868,2015,OCT THRU DEC,,KANSAS,20,,"INVENTORY, MAX","8,500",
869,2015,OCT THRU DEC,,KENTUCKY,21,,"INVENTORY, MAX","8,500",
870,2015,OCT THRU DEC,,LOUISIANA,22,,"INVENTORY, MAX","71,000",
871,2015,OCT THRU DEC,,MAINE,23,,"INVENTORY, MAX","4,700",
872,2015,OCT THRU DEC,,MARYLAND,24,,"INVENTORY, MAX","9,500",
873,2015,OCT THRU DEC,,MASSACHUSETTS,25,,"INVENTORY, MAX","4,500",
874,2015,OCT THRU DEC,,MICHIGAN,26,,"INVENTORY, MAX","73,000",
875,2015,OCT THRU DEC,,MINNESOTA,27,,"INVENTORY, MAX","105,000",
876,2015,OCT THRU DEC,,MISSISSIPPI,28,,"INVENTORY, MAX","34,000",
877,2015,OCT THRU DEC,,MISSOURI,29,,"INVENTORY, MAX","13,500",
878,2015,OCT THRU DEC,,MONTANA,30,,"INVENTORY, MAX","123,000",
879,2015,OCT THRU DEC,,NEBRASKA,31,,"INVENTORY, MAX","73,000",
880,2015,OCT THRU DEC,,NEW JERSEY,34,,"INVENTORY, MAX","8,500",
881,2015,OCT THRU DEC,,NEW MEXICO,35,,"INVENTORY, MAX","6,000",
882,2015,OCT THRU DEC,,NEW YORK,36,,"INVENTORY, MAX","45,000",
883,2015,OCT THRU DEC,,NORTH CAROLINA,37,,"INVENTORY, MAX","22,000",
884,2015,OCT THRU DEC,,NORTH DAKOTA,38,,"INVENTORY, MAX","275,000",
885,2015,OCT THRU DEC,,OHIO,39,,"INVENTORY, MAX","19,000",
886,2015,OCT THRU DEC,,OKLAHOMA,40,,"INVENTORY, MAX","10,000",
887,2015,OCT THRU DEC,,OREGON,41,,"INVENTORY, MAX","114,000",
888,2015,OCT THRU DEC,,PENNSYLVANIA,42,,"INVENTORY, MAX","23,000",
889,2015,OCT THRU DEC,,SOUTH CAROLINA,45,,"INVENTORY, MAX","17,500",
890,2015,OCT THRU DEC,,SOUTH DAKOTA,46,,"INVENTORY, MAX","205,000",
891,2015,OCT THRU DEC,,TENNESSEE,47,,"INVENTORY, MAX","10,000",
892,2015,OCT THRU DEC,,TEXAS,48,,"INVENTORY, MAX","250,000",
893,2015,OCT THRU DEC,,UTAH,49,,"INVENTORY, MAX","28,000",
894,2015,OCT THRU DEC,,VERMONT,50,,"INVENTORY, MAX","6,500",
895,2015,OCT THRU DEC,,VIRGINIA,51,,"INVENTORY, MAX","7,500",
896,2015,OCT THRU DEC,,WASHINGTON,53,,"INVENTORY, MAX","89,000",
897,2015,OCT THRU DEC,,WEST VIRGINIA,54,,"INVENTORY, MAX","7,000",
898,2015,OCT THRU DEC,,WISCONSIN,55,,"INVENTORY, MAX","48,000",
899,2015,OCT THRU DEC,,WYOMING,56,,"INVENTORY, MAX","25,000",
900,2017,JAN THRU MAR,,ALABAMA,1,,"LOSS, COLONY COLLAPSE DISORDER",250,
901,2017,JAN THRU MAR,,ARIZONA,4,,"LOSS, COLONY COLLAPSE DISORDER","2,600",
902,2017,JAN THRU MAR,,ARKANSAS,5,,"LOSS, COLONY COLLAPSE DISORDER",180,
903,2017,JAN THRU MAR,,CALIFORNIA,6,,"LOSS, COLONY COLLAPSE DISORDER","19,000",
904,2017,JAN THRU MAR,,COLORADO,8,,"LOSS, COLONY COLLAPSE DISORDER",840,
905,2017,JAN THRU MAR,,CONNECTICUT,9,,"LOSS, COLONY COLLAPSE DISORDER",110,
906,2017,JAN THRU MAR,,FLORIDA,12,,"LOSS, COLONY COLLAPSE DISORDER","6,500",
907,2017,JAN THRU MAR,,GEORGIA,13,,"LOSS, COLONY COLLAPSE DISORDER","4,100",
908,2017,JAN THRU MAR,,HAWAII,15,,"LOSS, COLONY COLLAPSE DISORDER",0,
909,2017,JAN THRU MAR,,IDAHO,16,,"LOSS, COLONY COLLAPSE DISORDER","2,500",
910,2017,JAN THRU MAR,,ILLINOIS,17,,"LOSS, COLONY COLLAPSE DISORDER",660,
911,2017,JAN THRU MAR,,INDIANA,18,,"LOSS, COLONY COLLAPSE DISORDER",470,
912,2017,JAN THRU MAR,,IOWA,19,,"LOSS, COLONY COLLAPSE DISORDER",650,
913,2017,JAN THRU MAR,,KANSAS,20,,"LOSS, COLONY COLLAPSE DISORDER",430,
914,2017,JAN THRU MAR,,KENTUCKY,21,,"LOSS, COLONY COLLAPSE DISORDER",680,
915,2017,JAN THRU MAR,,LOUISIANA,22,,"LOSS, COLONY COLLAPSE DISORDER",340,
916,2017,JAN THRU MAR,,MAINE,23,,"LOSS, COLONY COLLAPSE DISORDER",0,
917,2017,JAN THRU MAR,,MARYLAND,24,,"LOSS, COLONY COLLAPSE DISORDER",60,
918,2017,JAN THRU MAR,,MASSACHUSETTS,25,,"LOSS, COLONY COLLAPSE DISORDER",40,
919,2017,JAN THRU MAR,,MICHIGAN,26,,"LOSS, COLONY COLLAPSE DISORDER","2,800",
920,2017,JAN THRU MAR,,MINNESOTA,27,,"LOSS, COLONY COLLAPSE DISORDER","9,000",
921,2017,JAN THRU MAR,,MISSISSIPPI,28,,"LOSS, COLONY COLLAPSE DISORDER",0,
922,2017,JAN THRU MAR,,MISSOURI,29,,"LOSS, COLONY COLLAPSE DISORDER",160,
923,2017,JAN THRU MAR,,MONTANA,30,,"LOSS, COLONY COLLAPSE DISORDER","1,600",
924,2017,JAN THRU MAR,,NEBRASKA,31,,"LOSS, COLONY COLLAPSE DISORDER","1,700",
925,2017,JAN THRU MAR,,NEW JERSEY,34,,"LOSS, COLONY COLLAPSE DISORDER",60,
926,2017,JAN THRU MAR,,NEW MEXICO,35,,"LOSS, COLONY COLLAPSE DISORDER",590,
927,2017,JAN THRU MAR,,NEW YORK,36,,"LOSS, COLONY COLLAPSE DISORDER","1,500",
928,2017,JAN THRU MAR,,NORTH CAROLINA,37,,"LOSS, COLONY COLLAPSE DISORDER",780,
929,2017,JAN THRU MAR,,NORTH DAKOTA,38,,"LOSS, COLONY COLLAPSE DISORDER","4,500",
930,2017,JAN THRU MAR,,OHIO,39,,"LOSS, COLONY COLLAPSE DISORDER",960,
931,2017,JAN THRU MAR,,OKLAHOMA,40,,"LOSS, COLONY COLLAPSE DISORDER",420,
932,2017,JAN THRU MAR,,OREGON,41,,"LOSS, COLONY COLLAPSE DISORDER","1,000",
933,2017,JAN THRU MAR,,PENNSYLVANIA,42,,"LOSS, COLONY COLLAPSE DISORDER",100,
934,2017,JAN THRU MAR,,SOUTH CAROLINA,45,,"LOSS, COLONY COLLAPSE DISORDER",350,
935,2017,JAN THRU MAR,,SOUTH DAKOTA,46,,"LOSS, COLONY COLLAPSE DISORDER","5,000",
936,2017,JAN THRU MAR,,TENNESSEE,47,,"LOSS, COLONY COLLAPSE DISORDER",380,
937,2017,JAN THRU MAR,,TEXAS,48,,"LOSS, COLONY COLLAPSE DISORDER","6,500",
938,2017,JAN THRU MAR,,UTAH,49,,"LOSS, COLONY COLLAPSE DISORDER",600,
939,2017,JAN THRU MAR,,VERMONT,50,,"LOSS, COLONY COLLAPSE DISORDER",0,
940,2017,JAN THRU MAR,,VIRGINIA,51,,"LOSS, COLONY COLLAPSE DISORDER",120,
941,2017,JAN THRU MAR,,WASHINGTON,53,,"LOSS, COLONY COLLAPSE DISORDER",150,
942,2017,JAN THRU MAR,,WEST VIRGINIA,54,,"LOSS, COLONY COLLAPSE DISORDER",70,
943,2017,JAN THRU MAR,,WISCONSIN,55,,"LOSS, COLONY COLLAPSE DISORDER","2,300",
944,2017,JAN THRU MAR,,WYOMING,56,,"LOSS, COLONY COLLAPSE DISORDER",780,
945,2017,APR THRU JUN,,ALABAMA,1,,"LOSS, COLONY COLLAPSE DISORDER",20,
946,2017,APR THRU JUN,,ARIZONA,4,,"LOSS, COLONY COLLAPSE DISORDER",560,
947,2017,APR THRU JUN,,ARKANSAS,5,,"LOSS, COLONY COLLAPSE DISORDER",140,
948,2017,APR THRU JUN,,CALIFORNIA,6,,"LOSS, COLONY COLLAPSE DISORDER","4,600",
949,2017,APR THRU JUN,,COLORADO,8,,"LOSS, COLONY COLLAPSE DISORDER",220,
950,2017,APR THRU JUN,,FLORIDA,12,,"LOSS, COLONY COLLAPSE DISORDER","6,500",
951,2017,APR THRU JUN,,GEORGIA,13,,"LOSS, COLONY COLLAPSE DISORDER","1,700",
952,2017,APR THRU JUN,,HAWAII,15,,"LOSS, COLONY COLLAPSE DISORDER",0,
953,2017,APR THRU JUN,,IDAHO,16,,"LOSS, COLONY COLLAPSE DISORDER","1,700",
954,2017,APR THRU JUN,,ILLINOIS,17,,"LOSS, COLONY COLLAPSE DISORDER",150,
955,2017,APR THRU JUN,,INDIANA,18,,"LOSS, COLONY COLLAPSE DISORDER",90,
956,2017,APR THRU JUN,,IOWA,19,,"LOSS, COLONY COLLAPSE DISORDER",520,
957,2017,APR THRU JUN,,KANSAS,20,,"LOSS, COLONY COLLAPSE DISORDER",80,
958,2017,APR THRU JUN,,KENTUCKY,21,,"LOSS, COLONY COLLAPSE DISORDER",140,
959,2017,APR THRU JUN,,LOUISIANA,22,,"LOSS, COLONY COLLAPSE DISORDER",50,
960,2017,APR THRU JUN,,MAINE,23,,"LOSS, COLONY COLLAPSE DISORDER",10,
961,2017,APR THRU JUN,,MARYLAND,24,,"LOSS, COLONY COLLAPSE DISORDER",20,
962,2017,APR THRU JUN,,MASSACHUSETTS,25,,"LOSS, COLONY COLLAPSE DISORDER",0,
963,2017,APR THRU JUN,,MICHIGAN,26,,"LOSS, COLONY COLLAPSE DISORDER",60,
964,2017,APR THRU JUN,,MINNESOTA,27,,"LOSS, COLONY COLLAPSE DISORDER","1,200",
965,2017,APR THRU JUN,,MISSISSIPPI,28,,"LOSS, COLONY COLLAPSE DISORDER",20,
966,2017,APR THRU JUN,,MISSOURI,29,,"LOSS, COLONY COLLAPSE DISORDER",60,
967,2017,APR THRU JUN,,MONTANA,30,,"LOSS, COLONY COLLAPSE DISORDER","1,400",
968,2017,APR THRU JUN,,NEBRASKA,31,,"LOSS, COLONY COLLAPSE DISORDER",180,
969,2017,APR THRU JUN,,NEW MEXICO,35,,"LOSS, COLONY COLLAPSE DISORDER",990,
970,2017,APR THRU JUN,,NEW YORK,36,,"LOSS, COLONY COLLAPSE DISORDER",480,
971,2017,APR THRU JUN,,NORTH CAROLINA,37,,"LOSS, COLONY COLLAPSE DISORDER",600,
972,2017,APR THRU JUN,,NORTH DAKOTA,38,,"LOSS, COLONY COLLAPSE DISORDER","1,800",
973,2017,APR THRU JUN,,OHIO,39,,"LOSS, COLONY COLLAPSE DISORDER",470,
974,2017,APR THRU JUN,,OKLAHOMA,40,,"LOSS, COLONY COLLAPSE DISORDER",120,
975,2017,APR THRU JUN,,OREGON,41,,"LOSS, COLONY COLLAPSE DISORDER","1,500",
976,2017,APR THRU JUN,,PENNSYLVANIA,42,,"LOSS, COLONY COLLAPSE DISORDER",40,
977,2017,APR THRU JUN,,SOUTH CAROLINA,45,,"LOSS, COLONY COLLAPSE DISORDER",140,
978,2017,APR THRU JUN,,SOUTH DAKOTA,46,,"LOSS, COLONY COLLAPSE DISORDER",390,
979,2017,APR THRU JUN,,TENNESSEE,47,,"LOSS, COLONY COLLAPSE DISORDER",250,
980,2017,APR THRU JUN,,TEXAS,48,,"LOSS, COLONY COLLAPSE DISORDER",170,
981,2017,APR THRU JUN,,UTAH,49,,"LOSS, COLONY COLLAPSE DISORDER","2,500",
982,2017,APR THRU JUN,,VERMONT,50,,"LOSS, COLONY COLLAPSE DISORDER",20,
983,2017,APR THRU JUN,,VIRGINIA,51,,"LOSS, COLONY COLLAPSE DISORDER",50,
984,2017,APR THRU JUN,,WASHINGTON,53,,"LOSS, COLONY COLLAPSE DISORDER","1,300",
985,2017,APR THRU JUN,,WEST VIRGINIA,54,,"LOSS, COLONY COLLAPSE DISORDER",20,
986,2017,APR THRU JUN,,WISCONSIN,55,,"LOSS, COLONY COLLAPSE DISORDER","2,400",
987,2017,APR THRU JUN,,WYOMING,56,,"LOSS, COLONY COLLAPSE DISORDER",480,
988,2016,JAN THRU MAR,,ALABAMA,1,,"LOSS, COLONY COLLAPSE DISORDER",480,
989,2016,JAN THRU MAR,,ARIZONA,4,,"LOSS, COLONY COLLAPSE DISORDER","1,100",
990,2016,JAN THRU MAR,,ARKANSAS,5,,"LOSS, COLONY COLLAPSE DISORDER","4,600",
991,2016,JAN THRU MAR,,CALIFORNIA,6,,"LOSS, COLONY COLLAPSE DISORDER","22,000",
992,2016,JAN THRU MAR,,COLORADO,8,,"LOSS, COLONY COLLAPSE DISORDER",320,
993,2016,JAN THRU MAR,,CONNECTICUT,9,,"LOSS, COLONY COLLAPSE DISORDER",30,
994,2016,JAN THRU MAR,,FLORIDA,12,,"LOSS, COLONY COLLAPSE DISORDER","4,300",
995,2016,JAN THRU MAR,,GEORGIA,13,,"LOSS, COLONY COLLAPSE DISORDER","1,600",
996,2016,JAN THRU MAR,,HAWAII,15,,"LOSS, COLONY COLLAPSE DISORDER",20,
997,2016,JAN THRU MAR,,IDAHO,16,,"LOSS, COLONY COLLAPSE DISORDER","1,100",
998,2016,JAN THRU MAR,,ILLINOIS,17,,"LOSS, COLONY COLLAPSE DISORDER",640,
999,2016,JAN THRU MAR,,INDIANA,18,,"LOSS, COLONY COLLAPSE DISORDER",100,
1000,2016,JAN THRU MAR,,IOWA,19,,"LOSS, COLONY COLLAPSE DISORDER",720,
1001,2016,JAN THRU MAR,,KANSAS,20,,"LOSS, COLONY COLLAPSE DISORDER",80,
1002,2016,JAN THRU MAR,,KENTUCKY,21,,"LOSS, COLONY COLLAPSE DISORDER",160,
1003,2016,JAN THRU MAR,,LOUISIANA,22,,"LOSS, COLONY COLLAPSE DISORDER",350,
1004,2016,JAN THRU MAR,,MAINE,23,,"LOSS, COLONY COLLAPSE DISORDER",50,
1005,2016,JAN THRU MAR,,MARYLAND,24,,"LOSS, COLONY COLLAPSE DISORDER",20,
1006,2016,JAN THRU MAR,,MASSACHUSETTS,25,,"LOSS, COLONY COLLAPSE DISORDER",10,
1007,2016,JAN THRU MAR,,MICHIGAN,26,,"LOSS, COLONY COLLAPSE DISORDER","3,600",
1008,2016,JAN THRU MAR,,MINNESOTA,27,,"LOSS, COLONY COLLAPSE DISORDER","11,000",
1009,2016,JAN THRU MAR,,MISSISSIPPI,28,,"LOSS, COLONY COLLAPSE DISORDER",260,
1010,2016,JAN THRU MAR,,MISSOURI,29,,"LOSS, COLONY COLLAPSE DISORDER",210,
1011,2016,JAN THRU MAR,,MONTANA,30,,"LOSS, COLONY COLLAPSE DISORDER","3,300",
1012,2016,JAN THRU MAR,,NEBRASKA,31,,"LOSS, COLONY COLLAPSE DISORDER",420,
1013,2016,JAN THRU MAR,,NEW JERSEY,34,,"LOSS, COLONY COLLAPSE DISORDER",240,
1014,2016,JAN THRU MAR,,NEW MEXICO,35,,"LOSS, COLONY COLLAPSE DISORDER",110,
1015,2016,JAN THRU MAR,,NEW YORK,36,,"LOSS, COLONY COLLAPSE DISORDER",470,
1016,2016,JAN THRU MAR,,NORTH CAROLINA,37,,"LOSS, COLONY COLLAPSE DISORDER",680,
1017,2016,JAN THRU MAR,,NORTH DAKOTA,38,,"LOSS, COLONY COLLAPSE DISORDER","22,000",
1018,2016,JAN THRU MAR,,OHIO,39,,"LOSS, COLONY COLLAPSE DISORDER",360,
1019,2016,JAN THRU MAR,,OKLAHOMA,40,,"LOSS, COLONY COLLAPSE DISORDER",210,
1020,2016,JAN THRU MAR,,OREGON,41,,"LOSS, COLONY COLLAPSE DISORDER",960,
1021,2016,JAN THRU MAR,,PENNSYLVANIA,42,,"LOSS, COLONY COLLAPSE DISORDER",320,
1022,2016,JAN THRU MAR,,SOUTH CAROLINA,45,,"LOSS, COLONY COLLAPSE DISORDER","1,300",
1023,2016,JAN THRU MAR,,SOUTH DAKOTA,46,,"LOSS, COLONY COLLAPSE DISORDER","23,000",
1024,2016,JAN THRU MAR,,TENNESSEE,47,,"LOSS, COLONY COLLAPSE DISORDER",270,
1025,2016,JAN THRU MAR,,TEXAS,48,,"LOSS, COLONY COLLAPSE DISORDER","1,100",
1026,2016,JAN THRU MAR,,UTAH,49,,"LOSS, COLONY COLLAPSE DISORDER",750,
1027,2016,JAN THRU MAR,,VERMONT,50,,"LOSS, COLONY COLLAPSE DISORDER",30,
1028,2016,JAN THRU MAR,,VIRGINIA,51,,"LOSS, COLONY COLLAPSE DISORDER",190,
1029,2016,JAN THRU MAR,,WASHINGTON,53,,"LOSS, COLONY COLLAPSE DISORDER","5,000",
1030,2016,JAN THRU MAR,,WEST VIRGINIA,54,,"LOSS, COLONY COLLAPSE DISORDER",260,
1031,2016,JAN THRU MAR,,WISCONSIN,55,,"LOSS, COLONY COLLAPSE DISORDER",920,
1032,2016,JAN THRU MAR,,WYOMING,56,,"LOSS, COLONY COLLAPSE DISORDER",760,
1033,2016,APR THRU JUN,,ALABAMA,1,,"LOSS, COLONY COLLAPSE DISORDER",130,
1034,2016,APR THRU JUN,,ARIZONA,4,,"LOSS, COLONY COLLAPSE DISORDER",860,
1035,2016,APR THRU JUN,,ARKANSAS,5,,"LOSS, COLONY COLLAPSE DISORDER",430,
1036,2016,APR THRU JUN,,CALIFORNIA,6,,"LOSS, COLONY COLLAPSE DISORDER","12,500",
1037,2016,APR THRU JUN,,COLORADO,8,,"LOSS, COLONY COLLAPSE DISORDER",280,
1038,2016,APR THRU JUN,,CONNECTICUT,9,,"LOSS, COLONY COLLAPSE DISORDER",0,
